PSC	0	30L03	2624724	885602	641485	921984	605103	0	10.5	0	0	0	125213
PSC	0	39C01	2703876	887664	558428	872723	573369	0	10.3	0	0	0	127056
PSC	0	47O03	2690253	947134	517881	883268	581747	0	14.0	0	0	0	121756
PSC	0	20ISO01	2622155	888002	658788	931996	614794	0	13.8	0	0	0	108079
PSC	0	05O01	2701188	847212	622970	886341	583841	0	12.2	0	0	0	105654
PSC	0	13O01	2602911	813778	747189	943076	617891	0	12.3	0	0	0	113146
PSC	0	22L01	2679275	951805	513170	883121	581854	0	11.2	0	0	0	132774
PSC	0	31H02	2696752	947611	499423	872748	574286	0	11.2	0	0	0	133238
PSC	0	40L01	2699045	919967	541526	882064	579429	0	12.0	0	0	0	116486
PSC	0	48C02	2702308	911417	541574	876748	576243	0	12.0	0	0	0	121725
PSC	0	20ISO03	2651877	894702	595766	898557	591911	0	10.3	0	0	0	134679
PSC	0	05O03	2556955	741976	885072	983132	643916	0	10.3	0	0	0	93021
PSC	0	13O03	2649103	865232	643570	910945	597857	0	10.3	0	0	0	119119
PSC	0	22L03	2694562	971119	477308	873404	575023	0	10.0	0	0	0	134035
PSC	0	32O01	2648918	823190	683562	908652	598100	0	9.0	0	0	0	121354
PSC	0	40L03	2640839	825287	715539	929791	611035	0	12.3	0	0	0	95359
PSC	0	01ISO02	2729955	873802	542526	855842	560486	0	9.8	0	0	0	130741
PSC	0	21ISO02	2678795	890105	579495	886026	583574	0	10.2	0	0	0	128629
PSC	0	06O02	2597615	832847	741456	949458	624845	0	10.2	0	0	0	105106
PSC	0	14O02	2649804	839290	692170	924442	607018	0	10.7	0	0	0	95760
PSC	0	23C02	2666866	889583	593711	895282	588012	0	10.4	0	0	0	126864
PSC	0	32O03	2676908	889450	603058	899688	592820	0	11.5	0	0	0	107608
PSC	0	41H02	2610846	833960	730495	942667	621788	0	10.4	0	0	0	101723
PSC	0	03ISO02	2703008	854255	604807	880895	578167	0	9.4	0	0	0	114954
PSC	0	23ISO01	2699796	884405	569203	876131	577477	0	10.5	0	0	0	123620
PSC	0	07L01	2679944	912900	556678	886262	583316	0	9.4	0	0	0	127502
PSC	0	15C01	2725593	1004743	408901	852173	561471	0	9.7	0	0	0	137787
PSC	0	24C02	2664429	877057	631071	908711	599417	0	11.0	0	0	0	104467
PSC	0	33L02	2668128	884681	604286	898124	590843	0	10.0	0	0	0	119929
PSC	0	42L01	2598444	781405	789970	947461	623914	0	9.2	0	0	0	107205
PSC	0	05ISO02	2670970	866764	601307	886379	581692	0	8.5	0	0	0	137983
PSC	0	23ISO03	2700148	888185	555888	872059	572014	0	9.4	0	0	0	132803
PSC	0	07L03	2685654	935693	539962	889643	586012	0	11.0	0	0	0	115715
PSC	0	16C01	2735166	891808	526327	856216	561919	0	9.7	0	0	0	123723
PSC	0	25H02	2680762	903246	574450	891293	586403	0	10.6	0	0	0	118566
PSC	0	34C01	2667341	927134	550868	891641	586361	0	9.8	0	0	0	131681
PSC	0	42L03	2670519	868450	614288	894449	588289	0	9.9	0	0	0	123767
PSC	0	08ISO02	2644101	905855	595308	904937	596226	0	10.0	0	0	0	131760
PSC	0	08H02	2636841	906295	618428	918887	605836	0	9.6	0	0	0	115460
PSC	0	17L01	2729034	957159	452575	850686	559048	0	9.0	0	0	0	138256
PSC	0	26C01	2762433	939299	433045	827295	545049	0	8.9	0	0	0	142247
PSC	0	35H01	2603892	792548	766920	940533	618935	0	8.5	0	0	0	113664
PSC	0	43H02	2705100	873598	575273	874547	574324	0	9.6	0	0	0	123053
PSC	0	12ISO02	2688288	904317	542574	873572	573319	0	9.0	0	0	0	141845
PSC	0	09H01	2655893	893317	610579	908046	595850	0	10.0	0	0	0	117235
PSC	0	17L03	2696620	920770	541781	882139	580412	0	10.2	0	0	0	117853
PSC	0	27C01	2698525	949271	505719	877403	577587	0	11.1	0	0	0	123509
PSC	0	35H03	2602342	802741	769310	948340	623711	0	10.0	0	0	0	102631
PSC	0	44O01	2522884	777616	877372	997702	657286	0	10.3	0	0	0	99152
PSC	0	13ISO01	2671269	931178	529414	881878	578714	0	8.3	0	0	0	145163
